quelle,episode,index_string,index_binar
300_301_554_bskifa_15_30,der eine waechst in jahren hunderblaettchen aber in tagen da spielt einmal hundertblaettchen mit seinen kameraden das babchenspiel es geht eine alte vorbei sie traegt einen krug voll wasser auf der schulter da warf hundertblaettchen den knoechel er drehte sich und fiel in den krug dieser alten der krug zersprang und alles wasser floss aus da wurde die alte zornig und schrie ich verfluche dich nicht  als einziger bist du deiner mutter geblieben wenn du aber so gewandt bist warum gehst du nicht hin deine brueder und deine schwester aus den klauen des dev zu erretten hunderblaettchen hatte davon nichts gewusst als er es hoerte lief er heim und sagt mutter gib mir die brust ich will ein wenig saugen  wo denkst du hin sagt die mutter ziemt es dir noch an der brust zu saugen nein der sohn laesst nicht ab griff mit den zaehnen die warze der mutterbrust und spricht sag habe ich brueder die mutter will nicht sprechen es schmerzt sie aber doch sehr und da erzaehlte sie alles wie es gewesen ist als hundertblaettchen alles erfahren hatte wollte er sich auf den weg machen wie die mutter ihn auch bat wie sie ihn zu ueberreden suchte er hoerte nicht auf sie und ging fort er ging ging ob viel oder wenig  endlich kam er an ein feld auf dem feld pfluegen pflueger den boden hundertblaettchen erblickte sie und schreit he he rettet euch der hundertkoepfige dev kommt als sie das hoerten erschraken sie warfen alles hin und liefen in alle himmelsrichtungen auseinander hundertblaettchen trat heran lud sich den pflug auf den ruecken undtrug ihn zum schmied er brachte ihn hin und spricht mache mir aus diesem eisen einen bogen pfeile und ein paar schuhe der schmied machte ihm alles da zog hundertblaettchen die eisernen schuhe an nahm den bogen und die pfeile und machte sich auf die suche nach dem hundertkoepfigen dev ob er nun viel ging oder wenig  endlich gelangte er an das haus dieses dev auf dem dach sitzt die mutter des dev sieht dass aus der ferne jemand kommt und sagt zur schwiegertochter ah schau her ist es wahr dass dort jemand kommt oder taeuschen mich meine augen da sah auch die schwiegertochter dass wirklich jemand kommt und die mutter des dev begann zu wehklagen ach weh den brustwarzen seiner mutter und weh den brustwarzen der mutter meines sohnes hundertblaettchen aber kommt immer naeher er kam heran sprang ueber den fluss und ging geradewegs ins haus hinein er erblickte die junge frau und dachte sicherlich ist das meine schwester die schwester weiss nicht dass ihr noch ein bruder geboren wurde da erzaehlte ihr hundertblaettchen alles und sie glaubte ihm die mutter des dev kam und sagte komm soehnchen verbirg dich bald kommt mein sohn der dev und frisst dich wenn er dich sieht hundertblaettchen wurde zornig mach dass du fortkommst hexe scham und schande auf dein haupt und auf das haupt deines sohnes er jagte sie fort und begann auf den dev zu warten da erschien auch der dev kommt daher und schleppt ganze baeume mit wurzeln unter dem arm auf dem ruecken aber traegt er eine menge wilder tiere der dev sah  neben seinem hause geht ein junge spazieren da sagt er zu sich hier fliegt oben kein vogel und kriecht unten keine ameise so fuerchten mich alle  wer wagt es hier so urnherzuspazieren wuetend ist der devdie funken spruehen ihm nur so aus den augen er flog zum juengling und bruellte wer bist du weshalb bist du hierher gekommen  ich bin der bruder deiner frau dein gast nimm mich auf sagte hundertblaettchen gut sagte der dev lass uns das mittagessen bereiten ich habe viel gejagt wilde tiere heimgebracht das muss alles gehaeutet ausgenommen und gekocht werdensie fingen an als der dev aber einem tier kaum das fell abgezogen hatte da hatte hundertblaettchen schon eines nach dem anderen alle tiere ergriffen ausgeweidet in stuecke geschnitten in den kessel geworfen und gekocht das sieht der dev und staunt das essen wurde gar und sie setzten sich zum mahl da begann der dev zu fragen was isst du das fleisch oder die knochen  gib mir fleisch bin ich etwa ein hund dass ich knochen abnagen soll schreit hundertblaettchen der dev tat ihm fleisch auf und fragt wie trinkst du aus dem horn oder aus dem krug  reiche mir aus kruegen zu trinken was sollen mir deine hoerner da reichte ihm der dev einen krug und wurde nachdenklich sie bereiteten sich zum schlafen und abermals fragt der dev schlaefst du im stall oder im bett  wie denn im stall richte mir ein bett schreit hundertblaettchen da legte sich hundertblaettchen ins bett der dev aber begab sich zum schlafen in den stall der dev liegt da und er kann nicht einschlafen immerfort ueberlegt er wie er den gast loswerden koennte der dev ueberlegte und ueberlegte dann entschied er jetzt schlaeft mein schwager sicherlich schon er stand auf nahm von der wand ein riesiges schwert und begann es zu wetzen der dev wetzt das schwert hundertblaettchen aber erwachte begriff was los war stand ganz leise vom bett auf legte statt seiner einen baumstumpf hinein deckte ihn mit der decke zu und versteckte sich der dev aber hatte das schwert wie einen diamanten geschliffen und ging zum hause oeffnete die tuer einen spalt weit schluepfte ins zimmer schlich sich zum bett holte aus und schwang sein schwert mit aller kraft auf den baumstumpf der dev haut und haut mit dem schwert haut so dass der staub aufwirbelt haut und sagt dazu aha brueste du dich jetzt noch einmal brueste dich dann beruhigte sich der dev ging hinaus und lehnte die tuer an hundertblaettchen aber trat herzu schuettelte das bett auf legte sich hin und schlief ein am naechsten morgen erblickte ihn der dev staunte und fragte was hat dich in der nacht nichts beunruhigt  nein sagt hundertblaettchen und haben dich die floehe nicht gebissen  nein sie haben mich nicht gebissen  so lass uns miteinander kaempfen  kaempfen wir sagt hundertblaettchen und sie stuerzten aufeinander losder dev reckt sich aus springt in alle richtungen zuckt er  aber er bewegt hundertblaettchen nicht von der stelle da holte hundertblaettchen aus hob den dev hoch und stiess ihn bis zur kehle in die erde er ergriff einen bogen spannte ihn und schrie sage sofort wo du meine brueder hast sonst fliegt der pfeil los da erschrak der dev und bittet toete mich nicht ich will alles erzaehlen ich habe im bauch ein kleines schaechtelchen dort liegen alle drei brueder dort ist auch noch ein tuch faehrst du mit ihm ueber die brueder so erwachen sie zum leben wie hundertblaettchen das hoerte zerschlug er dem dev den bauch holte das schaechtelchen heraus nahm das tuch fuhr damit einmal und noch einmal ueber die brueder und erweckte sie zum leben dann nahm er den pfeil toetete den dev zerhieb ihn in kleine stueckchen und machte sich an die mutter des dev und er vernichtete auch sie,e328_a_, 
300_301_554_bskifa_15_30,er setzte sich dann und erzaehlte den bruedern alles von sich da verstanden die brueder dass hundertblaettchen ihr bruder ist nur schlich sich ihnen der neid ins herz darueber dass der juengste bruder behender und staerker war als sie gleichwohl standen sie auf und machten sich zusammen auf den heimweg unterwegs mussten sie ein feld ueberqueren auf diesem feld aber steht ein baum der war so gross dass er das ganze feld mit seinem blattwerk bedeckt hundertblaettchen sah diesen baum und sagt zu seinen bruedern ich bin muede lasst uns hier ausruhen wir wollen ein wenig schlafen die brueder willigten ein wir haben gesehen wie er mit diesem hundertkoepfigen dev abgerechnet hat setz dich etwas weiter fort und lass uns miteinander fluestern  wir haben gesehen wie er mit diesem hundertkoepfigen dev abgerechnet hat und was wird er mit uns tun wir wollen ihn an diesen baum binden und ihn so zuruecklassen gesagt getan sie holten ruten herbei wanden sie umeinander flochten seile und banden den bruder so straff an den baum dass dem armen hundertblaettchen das blut unter den naegeln hervorquoll als die schwester sah was sie mit hundertblaettchen anstellen bittet sie die brueder weint aber sie hoeren nicht auf sie sie banden hundertblaettchen an den baum nahmen die schwester und gingen fort sie kamen nach hause und die schwester erzaehlte der mutter allesdie mutter begann zu weinen zu schreien schilt ihre drei soehne aus aber was konnte da ihr in ihrem kummer noch helfen,e328_a_, 
300_301_554_bskifa_15_30,hundertblaettchen aber erwachte sah dass er an den baum gebunden war wollte ziehen nein  nicht einmal bewegen kann er sich er schaute sich um nirgends waren die brueder zu sehen da begriff er alles und begann gott zu bitten herr wenn ich in irgend etwas schuldig bin vor den bruedern so toete mich hier an diesem baum sind sie aber vor mir schuldig so gib mir die kraft diesen ganzen baum mitsamt seinen wurzeln auszureissen kaum hatte er es gesagt so zog er und riss den ganzen baum aus der erde da stand hundertblaettchen auf so mit dem baum ueber den schultern und ging heim er kam nach hause und schrie den bruedern zu kommt sogleich heraus und bindet mir die haende auseinander wie ihn die brueder erblickten erbleichten sie vor schrecken und waeren fast zu boden gestuerzt aber was sollten sie tun  sie rannten alle herbei und banden den bruder los hundertblaettchen raechte sich an den bruedern nicht nur leben mit ihnen zusammen wollte er nicht mehr und so beschloss er von hause fortzugehen da bitten ihn die mutter und die schwester bleibe hier geh nicht fort nein hundertblaettchen ging trotzdem fort,e328_a_, 
300_301_554_bskifa_15_30,ging er viel oder wenig endlich tritt er auf ein feld hinaus er sieht wie da ein mann geht pfluegt nimmt einen klumpen erde steckt ihn in den mund und schluckt ihn herunter hundertblaettchen schaute hin schaute hin hielt es nicht aus und fragt mann wie schluckst du diese klumpen  hundertblaettchen hat den hundertkoepfigen dev besiegt und du staunst dass ich einen erdklumpen verschluckte sagt dieser klumpenesser so lass uns brueder sein sagt hundertblaettchen sie verbruederten sich und gingen zusammen weiter gingen sie viel oder wenig sie traten auf ein anderes feld hinaus sehen da geht ein mensch an jedes bein hat er einen muehlstein gebunden unterm wams traegt er zwei hasen er geht laesst die hasen frei jagt ihnen nach holt sie ein und faengt sie hundertblaettchen schaute auf ihn schaute und schrie wie holst du diese hasen ein  hundertblaettchen hat den hundertkoepfigen dev besiegt und du staunst dass ich zwei hasen fing sagt dieser hasenfaenger hier ist er hundertblaettchen sagt klumpenesser so lass uns brueder sein sie verbruederten sich und gingen alle zusammen weiter,e513a_a_, 
300_301_554_bskifa_15_30,unterwegs beschlossen die kameraden pfeile abzuschiessen und wo sie niederfallen dort wollten sieein wenig essen als erster schofss klumpenesser seinen pfeil ab der pfeil flog los und fiel zu boden aber unguenstig trotzdem gingen sie dorthin und assen zu mittag dann schoss hasenfaenger seinen pfeil ab dieser fiel auch nicht sehr guenstig zu boden dort assen sie zu abend jetzt schoss hundertblaettchen seinen pfeil ab der pfeil flog und bohrte sich in das haus von devs mitten in den geschirrschrank in diesem haus lebten drei devs und an diesem tage feierten sie hochzeit mit drei schoenen die devs erblickten den pfeil und vergassen die hochzeit stuerzten auf den pfeil und wollten ihn aus dem geschirrschrank herausziehen sie ziehen und ziehen und koennen ihn nicht von der stelle bewegen da dachten die devs mit diesem pfeil koennen wir nicht zurechtkommen aber was wird wenn der kommt der ihn mit solcher kraft geschossen hat sie erschraken und liefen alle auseinander nur ein lahmer dev blieb zurueck kroch in den kamin und versteckte sich dort da kamen unsere kameraden setzten sich an den bereiteten mittagstisch freuten sich werfen ihre muetzen an die decke dann beschlossen sie nach der reihe wird einer von uns zu hause bleiben und das essen bereiten,e301_e_vom_beginn_der_aktivitaet_bis_zum_finden_der_raststaette_oder_eines_einganges,0 
300_301_554_bskifa_15_30,am ersten tag blieb klumpenesser zu hause er bereitete das essen richtete es an und sieht ploetzlich wie aus dem kamin der lahme dev herausklettert und spricht schenk mir ein und reich mir zu essen klumpenesser schenkte ihm ein und reichte ihm zu essen schenk mir was einund reich mir zu essen sagte der dev wiederum abermals schenkte ihm klumpenesser ein und reichte ihm zu essen schenk mir ein und reich mir zu essen sagte der dev von neuem da wurde klumpenesser zornig was soll das heissen immer schenk mir ein und reich mir zu essen so isst du mir alles auf womit soll ich denn meine kameraden sattmachen schenk ein und reich mir zu essen schreit der dev tust du es nicht so verschlinge ich dich zusammen mit allem essen da erschrak klumpenesser sprang aus dem haus und lief fort der dev setzte sich und schluckte das ganze essen hinunter die kameraden kamen sie sehen es ist nichts zu essen da was tun irgendwie hielten sie durch und am naechsten tag liessen sie hasenfaenger zu hause und mit ihm ging es genauso wie mit klumpenesser da kam die reihe auch an hundertblaettchen er bereitete reichlich von jeglicher nahrung setzte sich hin und wartete auf die kameraden ploetzlich sieht er aus dem kamin kriecht ein lahmer dev schenk mir ein und gib mir zu essen mach mich satt sagt er da schenkte ihm hundertblaettchen ein und reichte ihm zu essen schenk mir ein und reich mir zu essen sagt der dev abermals wiederum schenkte hundertblaettchen ihm ein und reichte ihm zu essen und zum drittenmal sagt der dev schenk mir ein und reich mir zu essen immerzu schenk mir ein und reich mir zu essen sagt hundertblaettchen und womit soll ich meine kameraden sattmachen  reich mir zu essen sonst verschlinge ich dich zusammen mit deinem essen schreit der dev da laechelte hundertblaettchen nahm den bogen schoss einen pfeil ab der zerriss den dev in zwei teile der kopf des dev rollte auf die eine seite der koerper aber auf die andere der kopf schreit glueck dem der mir folgt der koerper aber schreit weh dem der mir folgt da kamen auch die kameraden nach hause zurueck assen ein wenig tranken ein wenig und sagen gehen wir und schauen was uns dieser devkopf gutes verspricht so gingen sie der kopf rollte und rollte und rollte in eine tiefe grube hinein,e301_g_vom_finder_einer_nachtrast_bis_zum_betreten_der_welt_des_AN,0 
300_301_554_bskifa_15_30,da warf hundertblaettchen einen blick in die grube und sieht da sitzen drei schoene maedchen die waren so schoen wie man noch keine unter der sonne gesehen hatte sehr gefielen sie ihm und er sagte wir wollen sie fortfuehren von hier und sie uns zu frauen nehmen als erster kletterte klumpenesser in die grube kaum war er aber bis zur mitte gelangt da schrie er ich brenne ich brenne zieht mich hoch sie zogen ıhn hoch sie liessen den hasenfaenger hinab und mit ihm ging es ebenso da kam die reihe an hundertblaettchen hundertblaettchen sagte soviel ich auch schreien sollte ich brenne ich brenne so lasst mich doch immer tiefer hinab hundertblaettchen schreit ich brenne ich brenne aber seine kameraden hoeren nicht auf ihn immer tiefer und tiefer lassen sıe ihn hinab hundertblaettchen gelangte auf den grund betrachtet die schoenenalle sind sie huebsch eine besser als die andere die juengste aber ist die beste von allen da liess er zuerst die aelteste hinaufziehen und schrie klumpenesser zu die ist fuer dich er liess die zweite hinaufziehen und schrie hasenfaenger zu die ist fuer dich er will seine braut hinaufziehen lassen die aber spricht nein lass dich zuerst hinaufziehen sonst verraten dich die kameraden und lassen dich allein hier zurueck hundertblaettchen hoert nicht du musst dich schon wohl oder uebel zuerst hinaufziehen lassen gut sagte die schoene aber sei gewiss kaum haben deine kameraden mich hinaufgezogen so werden sie sogleich die grube zuschuetten und dich im stich lassen bleibst du allein zurueck dann schau dich gut um so wirst du hier drei quellen erblicken eine schwarze eine blaue und eine weisse du musst aber wissen halte deinen kopf weder unter das schwarze noch unter das blaue wassersondern nur unter das weisse tust du es nicht so gehst du zugrunde und so geschah es kaum hatten die kameraden die braut hundertblaettchens hinaufgezogen als sie die grube zuschuetteten hundertblaettchen im stich liessen und fortgingen da wurde hundertblaettchen zornig so zornig dass er weder richtig hinsehen noch abwarten konnte er erblickte zuerst die schwarze quelle hielt seinen kopf darunter und im selben augenblick stuerzte er hinab in das unterirdische koenigreich,e301_k_empfang_des_OB_und_verrat_vom_FH,0 
300_301_554_bskifa_15_30,da schaute hundertblaettchen sich um sieht ein haeuschen im haeuschen ist eine alte da ging er hin und bittet gib mir wasser zu trinken grossmuetterchen ach soehnchen sagt die alte ich wuerde dir gern zu trinken geben aber alles wasser ist mir ausgegangen jetzt muessen wir warten bis der drache die tochter unseres koenigs fortholt wieso ein drache fragt hundertblaettchen da erzaehlte die alte ein drache ergriff besitz von unserem wasser und jedesmal wenn man wasser holen will muessen wir ihm maedchen dalassen alle haben ihm schon tribut gezahlt jetzt ist die reihe am koenig heute muessen sie seine tochter dem drachen zufuehren,e300_c_anfangssituation_ankunft_und_erkundigung_der_not, 
300_301_554_bskifa_15_30,was sagst du da mutter gib mir ein gefaess gleich bringe ich dir wasser sagt hundertblaettchen die alte laesst ihn nicht aber hundertblaettchen hoert nicht auf sie da trug ihm die alte zwei kruege heraushundertblaettchen ergriff die kruege schlug sie gegeneinander zerbrach sie und warf sie fort was ist das fuer geschirr gib mir richtige bottiche wenn ich schon gehe dann so dass es sich auch lohnt da zeigte ihm die alte wo ihre bottiche eingegraben sind hundertblaettchen riss die bottiche aus der erde und trug sie fort er gelangte ans wasser da sieht er ein junges reich gekleidetes maedchen sitzen das weint und graemt sich hundertblaettchen fragte es aus und erfuhr dass es jene koenigstochter ist und sagt ich bin etwas muede und will ein wenig schlafen du aber schau dass du mich aufweckst wenn der drache erscheint er lehnte seinen kopf an ihre knie und schlief ein da zeigte sich der drache das maedchen wagte nicht hundertblaettchen aufzuwecken es weinte nur noch staerker sie weint weint da tropfte eine traene aus ihren wimpern und fiel hundertblaettchen auf die wange er erwachte sah den drachen sprang auf schoss einen pfeil auf ihn und der zerriss ihn im augenblick ın zwei teile,e300_e_vorfeld_des_kampfes_bis_zum_sieg, 
300_301_554_bskifa_15_30,da freute sich die koenigstochter lief zum vater um ihn aufzuheitern so und so man hat den drachen erschlagen der koenig glaubt es nicht er will esnicht glauben erst als alle davon sprachen glaubte er es und begann zu suchen wer diesen drachen getoetet hatte um ihm zur belohnung seine tochter zur frau zu geben und sein halbes koenigreich obendrein sie suchten und suchten sie fanden hundertblaettchen nicht da kommt einmal diese alte zum koenig und spricht grosser herr erweise mir und meinem sohn eine gnade der koenig aber wusste dass sie keinen sohn hatte und spricht woher hast du einen sohn bekommen du warst doch kinderlos  gott schenkte mir einen sohn und der hat unseren drachen getoetet sagte die alte da freute sich der koenig dass sich dieser retter gefunden harte und schickte sogleich seine kundschafter und wesire nach ihm,e300_i_rueckkehr_des_OB_und_die_suche_nach_dem_HD, 
